"","Band.Number","Band.Size","Specie.Name","Specie.Code","Date","Location","Session","date2","year","month","day","location2","Habitat","session2","Body_Size","Diet","Foraging_Strata","Primary_Habitat","Habitat_Breadth","Rarity_Range_Size","Rarity_Local_Abund","Rarity_Neotrop_Abund"
"4232","A53496","X","METALLURA TYRIANTHINA","METY","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4233","0A180","0A","CISTOTHORUS PLATENSIS","CIPL","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",2,"I","U","P",5,"L","U","F"
"4234","525","0","BASILEUTERUS CORONATUS","BACO","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",2,"I","U","F",2,"L","C","C"
"4235","1683","1","TANGARA VASSORII","TAVA","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",3,"O","C","F",3,"L","F","F"
"4236","1685","1","DIGLOSSOPIS CYANEA","DICY","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",2,"O","C","F",2,"L","F","C"
"4237","1686","1","MARGARORNIS SQUAMIGER","MASQ","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",3,"I","M","F",2,"L","F","C"
"4238","1684","1","DIGLOSSOPIS CYANEA","DICY","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",2,"O","C","F",2,"L","F","C"
"4239","1B443","1B","DIGLOSSA HUMERALIS","DIHU","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",2,"O","U/C","N",4,"L","F","F"
"4240","1B444","1B","DIGLOSSOPIS CYANEA","DICY","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",2,"O","C","F",2,"L","F","C"
"4241","1B445","1B","DIGLOSSOPIS CYANEA","DICY","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",2,"O","C","F",2,"L","F","C"
"4242","A50212","RE","ERIOCNEMIS LUCIANI","ERLU","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",1,"N","U/M","F",2,"L","F","F"
"4243","1A169","RE","DUBUSIA TAENIATA","DUTA","10-Apr-14","LLAV","PRIMERA 14",2014-04-10,2014,4,10,"Llaviucu","forest.sec","PRIMERA",4,"O","U/M","D",2,"L","R","U"
"4303","1691","1","SCYTALOPUS LATRANS","SCLA","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",3,"I","U","F",1,"L","C","C"
"4304","1692","1","SYNALLAXIS AZARAE","SYAZ","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",3,"I","U","E",2,"L","C","C"
"4305","1693","1","BASILEUTERUS CORONATUS","BACO","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"4306","1694","1","SCYTALOPUS LATRANS","SCLA","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",3,"I","U","F",1,"L","C","C"
"4307","2118","2","GRALLARIA RUFULA","GRRU","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",4,"I","T","F",2,"L","F","C"
"4308","2119","2","PSEUDOCOLAPTES BOISSONNEAUTII","PSBO","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",4,"I","M/C","F",2,"L","U","F"
"4309","2120","2","PSEUDOCOLAPTES BOISSONNEAUTII","PSBO","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",4,"I","M/C","F",2,"L","U","F"
"4310","2121","2","PSEUDOCOLAPTES BOISSONNEAUTII","PSBO","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",4,"I","M/C","F",2,"L","U","F"
"4311","3029","3","TURDUS CHIGUANCO","TUCH","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",4,"O","T","N",4,"L","C","C"
"4313","A53492","X","METALLURA TYRIANTHINA","METY","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4314","A53491","X","HELIANGELUS VIOLA","HEVI","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",2,"L","U","F"
"4315","A53464","X","METALLURA TYRIANTHINA","METY","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4316","A53490","X","COELIGENA IRIS","COIR","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4317","A52532","X","COELIGENA IRIS","COIR","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4318","A53487","X","COELIGENA IRIS","COIR","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4319","A53489","X","COELIGENA IRIS","COIR","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4320","A52712","RE","COELIGENA IRIS","COIR","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4321","1351","RE","TROGLODYTES SOLSTITIALIS","TRSO","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",2,"I","M","F",2,"L","U","F"
"4322","342","RE","BASILEUTERUS CORONATUS","BACO","15-Apr-14","MASE","PRIMERA 14",2014-04-15,2014,4,15,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"4323","A53087","X","ERIOCNEMIS LUCIANI","ERLU","16-Apr-14","MASE","PRIMERA 14",2014-04-16,2014,4,16,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",2,"L","F","F"
"4324","A53501","X","COELIGENA IRIS","COIR","16-Apr-14","MASE","PRIMERA 14",2014-04-16,2014,4,16,"Mazan","forest.prim","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4325","A53502","X","METALLURA TYRIANTHINA","METY","16-Apr-14","MASE","PRIMERA 14",2014-04-16,2014,4,16,"Mazan","forest.prim","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4326","1A146","1A","DIGLOSSOPIS CYANEA","DICY","16-Apr-14","MASE","PRIMERA 14",2014-04-16,2014,4,16,"Mazan","forest.prim","PRIMERA",2,"O","C","F",2,"L","F","C"
"4327","1B163","RE","BASILEUTERUS CORONATUS","BACO","16-Apr-14","MASE","PRIMERA 14",2014-04-16,2014,4,16,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"4328","1174","RE","BASILEUTERUS CORONATUS","BACO","16-Apr-14","MASE","PRIMERA 14",2014-04-16,2014,4,16,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"4329","1696","1","DIGLOSSA HUMERALIS","DIHU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"O","U/C","N",4,"L","F","F"
"4330","1697","1","HEMISPINGUS SUPERCILIARIS","HESU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",3,"I","C","F",3,"L","F","F"
"4331","1695","1","DIGLOSSOPIS CYANEA","DICY","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"O","C","F",2,"L","F","C"
"4332","A53503","X","ERIOCNEMIS LUCIANI","ERLU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",2,"L","F","F"
"4333","A53465","X","METALLURA TYRIANTHINA","METY","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4334","A53506","X","METALLURA TYRIANTHINA","METY","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4335","A53504","X","COELIGENA IRIS","COIR","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4336","A53507","X","ERIOCNEMIS LUCIANI","ERLU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",2,"L","F","F"
"4337","A53508","X","ERIOCNEMIS LUCIANI","ERLU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",2,"L","F","F"
"4338","A53509","X","HELIANGELUS VIOLA","HEVI","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",2,"L","U","F"
"4339","A53510","X","HELIANGELUS VIOLA","HEVI","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",2,"L","U","F"
"4340","A53511","X","LAFRESNAYA LAFRESNAYI","LALA","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U","F",2,"L","F","F"
"4341","A53512","X","LAFRESNAYA LAFRESNAYI","LALA","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U","F",2,"L","F","F"
"4342","A53513","X","COELIGENA IRIS","COIR","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4343","A53514","X","HELIANGELUS VIOLA","HEVI","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",2,"L","U","F"
"4344","A53515","X","METALLURA TYRIANTHINA","METY","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4345","2122","2","BUARREMON TORQUATUS","BUTO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",4,"O","T/U","F",2,"L","U","F"
"4346","2123","2","AMBLYCERCUS HOLOSERICEUS","AMHO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",4,"I","U","F",3,"L","R","F"
"4347","2124","2","BUARREMON TORQUATUS","BUTO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",4,"O","T/U","F",2,"L","U","F"
"4348","2126","2","PICULUS RIVOLII","PIRI","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",4,"I","M/C","F",2,"L","U","U"
"4349","1B447","1B","HEMISPINGUS SUPERCILIARIS","HESU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",3,"I","C","F",3,"L","F","F"
"4350","1A147","1A","BUARREMON TORQUATUS","BUTO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",4,"O","T/U","F",2,"L","U","F"
"4351","531","0","BASILEUTERUS CORONATUS","BACO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"I","U","F",2,"L","C","C"
"4352","532","0","CRANIOLEUCA ANTISIENSIS","CRAN","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",3,"I","M/C","F",1,"L","U","F"
"4353","533","0","TANGARA VASSORII","TAVA","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",3,"O","C","F",3,"L","F","F"
"4354","0A186","0A","BASILEUTERUS NIGROCRISTATUS","BANI","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"I","U/M","E",4,"L","F","C"
"4355","0A187","0A","DIGLOSSA HUMERALIS","DIHU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"O","U/C","N",4,"L","F","F"
"4356","A52913","RE","METALLURA TYRIANTHINA","METY","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4357","1419","RE","SCYTALOPUS LATRANS","SCLA","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",3,"I","U","F",1,"L","C","C"
"4358","A52701","RE","METALLURA TYRIANTHINA","METY","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4359","A53015","RE","COELIGENA IRIS","COIR","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4360","1021","RE","SCYTALOPUS LATRANS","SCLA","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",3,"I","U","F",1,"L","C","C"
"4361","A53050","RE","COELIGENA IRIS","COIR","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4362","2114","RE","PSEUDOCOLAPTES BOISSONNEAUTII","PSBO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",4,"I","M/C","F",2,"L","U","F"
"4363","A52504","RE","COELIGENA IRIS","COIR","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4364","1539","RE","BASILEUTERUS NIGROCRISTATUS","BANI","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"I","U/M","E",4,"L","F","C"
"4365","A52501","RE","COELIGENA IRIS","COIR","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",4,"L","F","F"
"4366","1544","RE","HELLMAYREA GULARIS","HEGU","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"I","U","F",2,"L","U","U"
"4367","A52902","RE","METALLURA TYRIANTHINA","METY","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4368","0A146","RE","OCHTHOECA FRONTALIS","OCFR","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"I","U","F",2,"L","U","F"
"4369","1B081","RE","BASILEUTERUS CORONATUS","BACO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"I","U","F",2,"L","C","C"
"4370","1546","RE","MYIOBORUS MELANOCEPHALUS","MYME","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",2,"I","M/C","F",2,"L","C","C"
"4371","2066","RE","BUARREMON TORQUATUS","BUTO","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",4,"O","T/U","F",2,"L","U","F"
"4372","1489","RE","SCYTALOPUS LATRANS","SCLA","17-Apr-14","MAIN","PRIMERA 14",2014-04-17,2014,4,17,"Mazan","forest.intro","PRIMERA",3,"I","U","F",1,"L","C","C"
"4373","A53516","X","LAFRESNAYA LAFRESNAYI","LALA","18-Apr-14","MAIN","PRIMERA 14",2014-04-18,2014,4,18,"Mazan","forest.intro","PRIMERA",1,"N","U","F",2,"L","F","F"
"4374","1698","1","DIGLOSSOPIS CYANEA","DICY","18-Apr-14","MAIN","PRIMERA 14",2014-04-18,2014,4,18,"Mazan","forest.intro","PRIMERA",2,"O","C","F",2,"L","F","C"
"4375","2125","2","AMBLYCERCUS HOLOSERICEUS","AMHO","18-Apr-14","MAIN","PRIMERA 14",2014-04-18,2014,4,18,"Mazan","forest.intro","PRIMERA",4,"I","U","F",3,"L","R","F"
"4376","1A148","1A","ATLAPETES LATINUCHUS","ATLA","18-Apr-14","MAIN","PRIMERA 14",2014-04-18,2014,4,18,"Mazan","forest.intro","PRIMERA",4,"O","U","E",3,"L","F","C"
"4377","A52546","RE","METALLURA TYRIANTHINA","METY","18-Apr-14","MAIN","PRIMERA 14",2014-04-18,2014,4,18,"Mazan","forest.intro","PRIMERA",1,"N","U/M","D",3,"L","C","C"
"4378","460","RE","TROGLODYTES SOLSTITIALIS","TRSO","18-Apr-14","MAIN","PRIMERA 14",2014-04-18,2014,4,18,"Mazan","forest.intro","PRIMERA",2,"I","M","F",2,"L","U","F"
"4379","A52618","RE","ERIOCNEMIS LUCIANI","ERLU","18-Apr-14","MAIN","PRIMERA 14",2014-04-18,2014,4,18,"Mazan","forest.intro","PRIMERA",1,"N","U/M","F",2,"L","F","F"
"4380","A53634","X","ERIOCNEMIS LUCIANI","ERLU","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4381","A53635","X","METALLURA TYRIANTHINA","METY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4382","A53636","X","ERIOCNEMIS LUCIANI","ERLU","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4383","A53637","X","COELIGENA IRIS","COIR","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4384","A53690","X","ERIOCNEMIS LUCIANI","ERLU","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4385","A53638","X","COELIGENA IRIS","COIR","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4386","A53639","X","METALLURA TYRIANTHINA","METY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4387","A53640","X","COELIGENA IRIS","COIR","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4388","A53599","X","METALLURA TYRIANTHINA","METY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4389","A53600","X","METALLURA TYRIANTHINA","METY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4390","A53601","X","METALLURA TYRIANTHINA","METY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4391","A53602","X","METALLURA TYRIANTHINA","METY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4392","A53641","X","COELIGENA IRIS","COIR","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4393","554","0","TROGLODYTES SOLSTITIALIS","TRSO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","M","F",2,"L","U","F"
"4394","1709","1","BASILEUTERUS CORONATUS","BACO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4395","1710","1","TANGARA VASSORII","TAVA","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",3,"O","C","F",3,"L","F","F"
"4396","1711","1","DIGLOSSOPIS CYANEA","DICY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4397","1712","1","DIGLOSSOPIS CYANEA","DICY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4398","1713","1","TANGARA VASSORII","TAVA","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",3,"O","C","F",3,"L","F","F"
"4399","1714","1","BASILEUTERUS CORONATUS","BACO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4400","1A151","1A","ATLAPETES LATINUCHUS","ATLA","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",4,"O","U","E",3,"L","F","C"
"4401","1A152","1A","BUARREMON TORQUATUS","BUTO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",4,"O","T/U","F",2,"L","U","F"
"4402","1A153","1A","ANISOGNATHUS IGNIVENTRIS","ANIG","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",4,"O","U/C","F",3,"L","F","C"
"4403","1B450","1B","DIGLOSSOPIS CYANEA","DICY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4404","1B452","1B","DIGLOSSOPIS CYANEA","DICY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4405","1B453","1B","DIGLOSSOPIS CYANEA","DICY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4406","1B454","1B","BASILEUTERUS CORONATUS","BACO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4407",NA,"UNB","ERIOCNEMIS LUCIANI","ERLU","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4408",NA,"UNB","DIGLOSSA HUMERALIS","DIHU","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"O","U/C","N",4,"L","F","F"
"4409","1A074","RE","BUARREMON TORQUATUS","BUTO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",4,"O","T/U","F",2,"L","U","F"
"4410","1062","RE","BASILEUTERUS CORONATUS","BACO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4411","1A073","RE","BUARREMON TORQUATUS","BUTO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",4,"O","T/U","F",2,"L","U","F"
"4412","1B447","RE","HEMISPINGUS SUPERCILIARIS","HESU","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",3,"I","C","F",3,"L","F","F"
"4413","A53050","RE","COELIGENA IRIS","COIR","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4414","2114","RE","PSEUDOCOLAPTES BOISSONNEAUTII","PSBO","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",4,"I","M/C","F",2,"L","U","F"
"4415","0A186","RE","BASILEUTERUS NIGROCRISTATUS","BANI","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","U/M","E",4,"L","F","C"
"4416","1386","RE","BASILEUTERUS NIGROCRISTATUS","BANI","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","U/M","E",4,"L","F","C"
"4417","428","RE","OCHTHOECA FRONTALIS","OCFR","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","U","F"
"4418","A52913","RE","METALLURA TYRIANTHINA","METY","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4419","1138","RE","CRANIOLEUCA ANTISIENSIS","CRAN","27-Aug-14","MAIN","SEGUNDA 14",2014-08-27,2014,8,27,"Mazan","forest.intro","SEGUNDA",3,"I","M/C","F",1,"L","U","F"
"4420","A53642","X","COELIGENA IRIS","COIR","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4421","A53643","X","ERIOCNEMIS LUCIANI","ERLU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
